Series,SetName,TotalSetCardCount,SetCode,CardName,CardNumber,Rarity,MedPrice,Evolution,ImageName
POP,POP Series 7,17,P7,Kirlia,8,Uncommon,$2.35,Stage 1,kirlia-pop-series-7-8.jpg
POP,POP Series 7,17,P7,Stantler,9,Uncommon,$4.70,Basic,stantler-pop-series-7-9.jpg
POP,POP Series 7,17,P7,Wormadam Sandy Cloak,10,Uncommon,$3.84,Stage 1,wormadam-sandy-cloak-pop-series-7-10.jpg
POP,POP Series 7,17,P7,Burmy Plant Cloak,11,Common,$0.45,Basic,burmy-plant-cloak-pop-series-7-11.jpg
POP,POP Series 7,17,P7,Burmy Sandy Cloak,12,Common,$0.68,Basic,burmy-sandy-cloak-pop-series-7-12.jpg
POP,POP Series 7,17,P7,Corsola,13,Common,$0.90,Basic,corsola-pop-series-7-13.jpg
POP,POP Series 7,17,P7,Mareep,14,Common,$2.28,Basic,mareep-pop-series-7-14.jpg
POP,POP Series 7,17,P7,Ralts,15,Common,$0.58,Basic,ralts-pop-series-7-15.jpg
POP,POP Series 7,17,P7,Sentret,16,Common,$0.73,Basic,sentret-pop-series-7-16.jpg
POP,POP Series 7,17,P7,Spinda,17,Common,$0.65,Basic,spinda-pop-series-7-17.jpg
POP,POP Series 6,17,P6,Bastiodon,1,Rare,$0.65,Stage 2,bastiodon-pop-series-6-1.jpg
POP,POP Series 6,17,P6,Lucario,2,Rare,$2.20,Stage 1,lucario-pop-series-6-2.jpg
POP,POP Series 6,17,P6,Manaphy,3,Rare,$0.99,Basic,manaphy-pop-series-6-3.jpg
POP,POP Series 6,17,P6,Pachirisu,4,Rare,$1.29,Basic,pachirisu-pop-series-6-4.jpg
POP,POP Series 6,17,P6,Rampardos,5,Rare,$1.39,Stage 2,rampardos-pop-series-6-5.jpg
POP,POP Series 6,17,P6,Drifloon,6,Uncommon,-----,Basic,drifloon-pop-series-6-6.jpg
POP,POP Series 6,17,P6,Gible,7,Uncommon,$1.75,Basic,gible-pop-series-6-7.jpg
POP,POP Series 6,17,P6,Riolu,8,Uncommon,$0.90,Basic,riolu-pop-series-6-8.jpg
POP,POP Series 6,17,P6,Pikachu,9,Uncommon,$8.12,Basic,pikachu-pop-series-6-9.jpg
POP,POP Series 6,17,P6,Staravia,10,Uncommon,-----,Stage 1,staravia-pop-series-6-10.jpg
POP,POP Series 6,17,P6,Bidoof,11,Common,$2.92,Basic,bidoof-pop-series-6-11.jpg
POP,POP Series 6,17,P6,Buneary,12,Common,$3.84,Basic,buneary-pop-series-6-12.jpg
POP,POP Series 6,17,P6,Cherubi,13,Common,$1.32,Basic,cherubi-pop-series-6-13.jpg
POP,POP Series 6,17,P6,Chimchar,14,Common,$2.33,Basic,chimchar-pop-series-6-14.jpg
POP,POP Series 6,17,P6,Piplup,15,Common,$1.20,Basic,piplup-pop-series-6-15.jpg
POP,POP Series 6,17,P6,Starly,16,Common,$3.00,Basic,starly-pop-series-6-16.jpg
POP,POP Series 6,17,P6,Turtwig,17,Common,$0.75,Basic,turtwig-pop-series-6-17.jpg
POP,POP Series 5,17,P5,Ho-Oh,1,Rare,$2.14,Basic,ho-oh-pop-series-5-1.jpg
POP,POP Series 5,17,P5,Lugia,2,Rare,$5.00,Basic,lugia-pop-series-5-2.jpg
POP,POP Series 5,17,P5,Mew,3,Rare,$19.50,Basic,mew-delta-pop-series-5-3.jpg
POP,POP Series 5,17,P5,Double Rainbow Energy,4,Rare,$10.47,-----,double-rainbow-energy-pop-series-5-4.jpg
POP,POP Series 5,17,P5,Charmeleon,5,Uncommon,$2.27,Stage 1,charmeleon-delta-pop-series-5-5.jpg
POP,POP Series 5,17,P5,Bill’s Maintenance,6,Uncommon,$1.59,-----,bills-maintenance-pop-series-5-6.jpg
POP,POP Series 5,17,P5,Rare Candy,7,Uncommon,$7.48,-----,rare-candy-pop-series-5-7.jpg
POP,POP Series 5,17,P5,Boost Energy,8,Uncommon,$3.00,-----,boost-energy-pop-series-5-8.jpg
POP,POP Series 5,17,P5,δ Rainbow Energy,9,Uncommon,$2.50,-----,delta-rainbow-energy-pop-series-5-9.jpg
POP,POP Series 5,17,P5,Charmander,10,Common,$1.60,Basic,charmander-delta-pop-series-5-10.jpg
POP,POP Series 5,17,P5,Meowth,11,Common,$1.83,Basic,meowth-delta-pop-series-5-11.jpg
POP,POP Series 5,17,P5,Pikachu,12,Common,$5.39,Basic,pikachu-pop-series-5-12.jpg
POP,POP Series 5,17,P5,Pikachu,13,Common,$4.05,Basic,pikachu-delta-pop-series-5-13.jpg
POP,POP Series 5,17,P5,Pelipper,14,Common,$0.63,Stage 1,pelipper-delta-pop-series-5-14.jpg
POP,POP Series 5,17,P5,Zangoose,15,Common,$0.61,Basic,zangoose-delta-pop-series-5-15.jpg
POP,POP Series 5,17,P5,Espeon Star,16,Rare,"$50,000.00",Basic,espeon-star-pop-series-5-16.jpg
POP,POP Series 5,17,P5,Umbreon Star,17,Rare,"$25,749.50",Basic,umbreon-star-pop-series-5-17.jpg
POP,POP Series 4,17,P4,Chimecho,1,Rare,$23.14,Basic,chimecho-delta-pop-series-4-1.jpg
POP,POP Series 4,17,P4,Deoxys,2,Rare,-----,Basic,deoxys-delta-pop-series-4-2.jpg
POP,POP Series 4,17,P4,Flygon,3,Rare,$2.96,Stage 2,flygon-pop-series-4-3.jpg
POP,POP Series 4,17,P4,Mew,4,Rare,$3.99,Basic,mew-pop-series-4-4.jpg
POP,POP Series 4,17,P4,Sceptile,5,Rare,$22.00,Stage 2,sceptile-pop-series-4-5.jpg
POP,POP Series 4,17,P4,Combusken,6,Uncommon,$3.56,Stage 1,combusken-pop-series-4-6.jpg
POP,POP Series 4,17,P4,Grovyle,7,Uncommon,$9.50,Stage 1,grovyle-pop-series-4-7.jpg
POP,POP Series 4,17,P4,Heal Energy,8,Uncommon,$2.40,-----,heal-energy-pop-series-4-8.jpg
POP,POP Series 4,17,P4,Pokémon Fan Club,9,Uncommon,$8.11,-----,pokemon-fan-club-pop-series-4-9.jpg
POP,POP Series 4,17,P4,Scramble Energy,10,Uncommon,$4.56,-----,scramble-energy-pop-series-4-10.jpg
POP,POP Series 4,17,P4,Mudkip,11,Common,$2.77,Basic,mudkip-pop-series-4-11.jpg
POP,POP Series 4,17,P4,Pidgey,12,Common,$1.88,Basic,pidgey-pop-series-4-12.jpg
POP,POP Series 4,17,P4,Pikachu,13,Common,$4.60,Basic,pikachu-pop-series-4-13.jpg
POP,POP Series 4,17,P4,Squirtle,14,Common,$2.63,Basic,squirtle-pop-series-4-14.jpg
POP,POP Series 4,17,P4,Treecko,15,Common,$1.69,Basic,treecko-delta-pop-series-4-15.jpg
POP,POP Series 4,17,P4,Wobbuffet,16,Common,$1.54,Basic,wobbuffet-pop-series-4-16.jpg
POP,POP Series 4,17,P4,Deoxys ex,17,Rare,$83.99,Basic,deoxys-ex-pop-series-4-17.jpg
POP,POP Series 3,17,P3,Blastoise,1,Rare,$13.00,Stage 2,blastoise-pop-series-3-1.jpg
POP,POP Series 3,17,P3,Flareon,2,Rare,$2.00,Stage 1,flareon-pop-series-3-2.jpg
POP,POP Series 3,17,P3,Jolteon,3,Rare,$3.17,Stage 1,jolteon-pop-series-3-3.jpg
POP,POP Series 3,17,P3,Minun,4,Rare,$1.05,Basic,minun-pop-series-3-4.jpg
POP,POP Series 3,17,P3,Plusle,5,Rare,$1.40,Basic,plusle-pop-series-3-5.jpg
POP,POP Series 3,17,P3,Vaporeon,6,Rare,$1.74,Stage 1,vaporeon-pop-series-3-6.jpg
POP,POP Series 3,17,P3,Combusken,7,Uncommon,$3.00,Stage 1,combusken-pop-series-3-7.jpg
POP,POP Series 3,17,P3,Donphan,8,Uncommon,$2.96,Stage 1,donphan-pop-series-3-8.jpg
POP,POP Series 3,17,P3,Forretress,9,Uncommon,$2.00,Stage 1,forretress-pop-series-3-9.jpg
POP,POP Series 3,17,P3,High Pressure System,10,Uncommon,$1.91,-----,high-pressure-system-pop-series-3-10.jpg
POP,POP Series 3,17,P3,Low Pressure System,11,Uncommon,$3.30,-----,low-pressure-system-pop-series-3-11.jpg
POP,POP Series 3,17,P3,Ditto,12,Common,$2.89,Basic,ditto-pop-series-3-12.jpg
POP,POP Series 3,17,P3,Eevee,13,Common,$3.19,Basic,eevee-pop-series-3-13.jpg
POP,POP Series 3,17,P3,Ivysaur,14,Common,$1.04,Stage 1,ivysaur-pop-series-3-14.jpg
POP,POP Series 3,17,P3,Marshtomp,15,Common,$1.10,Stage 1,marshtomp-pop-series-3-15.jpg
POP,POP Series 3,17,P3,Pichu Bros.,16,Common,$8.19,Basic,pichu-bros.-pop-series-3-16.jpg
POP,POP Series 3,17,P3,Ho-Oh ex,17,Rare,-----,Basic,ho-oh-ex-pop-series-3-17.jpg
POP,POP Series 2,17,P2,Entei,1,Rare,$1.71,Basic,entei-pop-series-2-1.jpg
POP,POP Series 2,17,P2,Pidgeot,2,Rare,$1.03,Stage 2,pidgeot-pop-series-2-2.jpg
POP,POP Series 2,17,P2,Raikou,3,Rare,$2.35,Basic,raikou-pop-series-2-3.jpg
POP,POP Series 2,17,P2,Suicune,4,Rare,$1.99,Basic,suicune-pop-series-2-4.jpg
POP,POP Series 2,17,P2,Tauros,5,Rare,$0.87,Basic,tauros-pop-series-2-5.jpg
POP,POP Series 2,17,P2,Venusaur,6,Rare,$2.00,Stage 2,venusaur-pop-series-2-6.jpg
POP,POP Series 2,17,P2,Ivysaur,7,Uncommon,$4.00,Stage 1,ivysaur-pop-series-2-7.jpg
POP,POP Series 2,17,P2,Mr. Briney’s Compassion,8,Uncommon,$5.03,-----,mr.-brineys-compassion-pop-series-2-8.jpg
POP,POP Series 2,17,P2,Multi Technical Machine 01,9,Uncommon,$0.86,-----,multi-technical-machine-01-pop-series-2-9.jpg
POP,POP Series 2,17,P2,Pokémon Park,10,Uncommon,$1.69,-----,pokemon-park-pop-series-2-10.jpg
POP,POP Series 2,17,P2,TV Reporter,11,Uncommon,$1.64,-----,tv-reporter-pop-series-2-11.jpg
POP,POP Series 2,17,P2,Bulbasaur,12,Common,$1.00,Basic,bulbasaur-pop-series-2-12.jpg
POP,POP Series 2,17,P2,Cacnea,13,Common,$0.49,Basic,cacnea-pop-series-2-13.jpg
POP,POP Series 2,17,P2,Luvdisc,14,Common,$0.60,Basic,luvdisc-pop-series-2-14.jpg
POP,POP Series 2,17,P2,Phanpy,15,Common,$0.60,Basic,phanpy-pop-series-2-15.jpg
POP,POP Series 2,17,P2,Pikachu,16,Common,$1.98,Basic,pikachu-pop-series-2-16.jpg
POP,POP Series 2,17,P2,Celebi ex,17,Rare,$17.99,Basic,celebi-ex-pop-series-2-17.jpg
POP,POP Series 1,17,P1,Blaziken,1,Rare,$1.67,Stage 2,blaziken-pop-series-1-1.jpg
POP,POP Series 1,17,P1,Metagross,2,Rare,$1.22,Stage 2,metagross-pop-series-1-2.jpg
POP,POP Series 1,17,P1,Rayquaza,3,Rare,$1.03,Basic,rayquaza-pop-series-1-3.jpg
POP,POP Series 1,17,P1,Sceptile,4,Rare,$1.25,Stage 2,sceptile-pop-series-1-4.jpg
POP,POP Series 1,17,P1,Swampert,5,Rare,$0.95,Stage 2,swampert-pop-series-1-5.jpg
POP,POP Series 1,17,P1,Beautifly,6,Uncommon,$2.65,Stage 2,beautifly-pop-series-1-6.jpg
POP,POP Series 1,17,P1,Masquerain,7,Uncommon,$2.25,Stage 1,masquerain-pop-series-1-7.jpg
POP,POP Series 1,17,P1,Murkrow,8,Uncommon,$4.25,Basic,murkrow-pop-series-1-8.jpg
POP,POP Series 1,17,P1,Pupitar,9,Uncommon,$2.89,Stage 1,pupitar-pop-series-1-9.jpg
POP,POP Series 1,17,P1,Torkoal,10,Uncommon,$3.75,Basic,torkoal-pop-series-1-10.jpg
POP,POP Series 1,17,P1,Larvitar,11,Common,$0.49,Basic,larvitar-pop-series-1-11.jpg
POP,POP Series 1,17,P1,Minun,12,Common,$0.88,Basic,minun-pop-series-1-12.jpg
POP,POP Series 1,17,P1,Plusle,13,Common,$0.72,Basic,plusle-pop-series-1-13.jpg
POP,POP Series 1,17,P1,Surskit,14,Common,$0.50,Basic,surskit-pop-series-1-14.jpg
POP,POP Series 1,17,P1,Swellow,15,Common,$0.42,Stage 1,swellow-pop-series-1-15.jpg
POP,POP Series 1,17,P1,Armaldo ex,16,Rare,$19.99,Stage 2,armaldo-ex-pop-series-1-16.jpg
POP,POP Series 1,17,P1,Tyranitar ex,17,Rare,$10.00,Stage 2,tyranitar-ex-pop-series-1-17.jpg
Promos,Pokémon Futsal Promos 2020,005,FUT20,Pikachu on the Ball,001,Promo,-----,Basic,en_US-FUT2020-005-pikachu_on_the_ball.jpg
Promos,Pokémon Futsal Promos 2020,005,FUT20,Eevee on the Ball,002,Promo,-----,Basic,en_US-FUT2020-002-eevee_on_the_ball.jpg
Promos,Black & White Promos,-----,BWP,Snivy,BW01,Promo,$0.50,Basic,en_US-Promo_BW-BW01-snivy.jpg
Promos,Black & White Promos,-----,BWP,Tepig,BW02,Promo,$0.45,Basic,en_US-Promo_BW-BW02-tepig.jpg
Promos,Black & White Promos,-----,BWP,Oshawott,BW03,Promo,$0.69,Basic,en_US-Promo_BW-BW03-oshawott.jpg
Promos,Black & White Promos,-----,BWP,Reshiram,BW004,Promo,-----,Basic,en_US-Promo_BW-BW04-reshiram.jpg
Promos,Black & White Promos,-----,BWP,Zekrom,BW005,Promo,$0.72,Basic,en_US-Promo_BW-BW05-zekrom.jpg
Promos,Black & White Promos,-----,BWP,Snivy,BW06,Promo,$0.50,Basic,en_US-Promo_BW-BW06-snivy.jpg
Promos,Black & White Promos,-----,BWP,Tepig,BW07,Promo,$0.47,Basic,en_US-Promo_BW-BW07-tepig.jpg
Promos,Black & White Promos,-----,BWP,Oshawott,BW08,Promo,$0.48,Basic,en_US-Promo_BW-BW08-oshawott.jpg
Promos,Black & White Promos,-----,BWP,Zoroark,BW09,Promo,$1.72,Stage 1,en_US-Promo_BW-BW09-zoroark.jpg
Promos,Black & White Promos,-----,BWP,Axew,BW10,Promo,$0.54,Basic,en_US-Promo_BW-BW10-axew.jpg
Promos,Black & White Promos,-----,BWP,Pansage,BW11,Promo,$0.73,Basic,en_US-Promo_BW-BW11-pansage.jpg
Promos,Black & White Promos,-----,BWP,Zorua,BW12,Promo,$0.72,Basic,en_US-Promo_BW-BW12-zorua.jpg
Promos,Black & White Promos,-----,BWP,Minccino,BW13,Promo,$1.57,Basic,en_US-Promo_BW-BW13-minccino.jpg
Promos,Black & White Promos,-----,BWP,Pansage,BW14,Promo,$23.99,Basic,en_US-Promo_BW-BW14-pansage.jpg
Promos,Black & White Promos,-----,BWP,Pidove,BW15,Promo,$39.99,Basic,en_US-Promo_BW-BW15-pidove.jpg
Promos,Black & White Promos,-----,BWP,Axew,BW16,Promo,$27.95,Basic,en_US-Promo_BW-BW16-axew-1.jpg
Promos,Black & White Promos,-----,BWP,Ducklett,BW17,Promo,$0.50,Basic,en_US-Promo_BW-BW17-ducklett.jpg
Promos,Black & White Promos,-----,BWP,Darumaka,BW18,Promo,$2.14,Basic,en_US-Promo_BW-BW18-darumaka.jpg
Promos,Black & White Promos,-----,BWP,Zoroark,BW19,Promo,$0.99,Stage 1,en_US-Promo_BW-BW19-zoroark.jpg
Promos,Black & White Promos,-----,BWP,Serperior,BW20,Promo,$0.71,Stage 2,en_US-Promo_BW-BW20-serperior.jpg
Promos,Black & White Promos,-----,BWP,Emboar,BW21,Promo,$1.07,Stage 2,en_US-Promo_BW-BW21-emboar.jpg
Promos,Black & White Promos,-----,BWP,Samurott,BW22,Promo,$0.51,Stage 2,en_US-Promo_BW-BW22-samurott.jpg
Promos,Black & White Promos,-----,BWP,Reshiram,BW23,Promo,$1.45,Basic,en_US-Promo_BW-BW23-reshiram.jpg
Promos,Black & White Promos,-----,BWP,Zekrom,BW24,Promo,$1.25,Basic,en_US-Promo_BW-BW24-zekrom.jpg
Promos,Black & White Promos,-----,BWP,Scraggy,BW25,Promo,$0.57,Basic,en_US-Promo_BW-BW25-scraggy.jpg
Promos,Black & White Promos,-----,BWP,Axew,BW26,Promo,$2.23,Basic,en_US-Promo_BW-BW26-axew.jpg
Promos,Black & White Promos,-----,BWP,Litwick,BW27,Promo,$8.67,Basic,en_US-Promo_BW-BW27-litwick.jpg
Promos,Black & White Promos,-----,BWP,Tropical Beach,BW28,Promo,-----,-----,en_US-Promo_BW-BW28-tropical_beach.jpg
Promos,Black & White Promos,-----,BWP,Victory Cup,BW29,Promo,$89.99,-----,en_US-Promo_BW-BW29-victory_cup.jpg
Promos,Black & White Promos,-----,BWP,Victory Cup,BW30,Promo,$159.98,-----,en_US-Promo_BW-BW30-victory_cup.jpg
Promos,Black & White Promos,-----,BWP,Victory Cup,BW31,Promo,$99.99,-----,en_US-Promo_BW-BW31-victory_cup.jpg
Promos,Black & White Promos,-----,BWP,Victini,BW32,Promo,$0.90,Basic,en_US-Promo_BW-BW32-victini.jpg
Promos,Black & White Promos,-----,BWP,Riolu,BW33,Promo,-----,Basic,en_US-Promo_BW-BW33-riolu.jpg
Promos,Black & White Promos,-----,BWP,Luxio,BW34,Promo,$10.99,Stage 1,en_US-Promo_BW-BW34-luxio.jpg
Promos,Black & White Promos,-----,BWP,Meowth,BW35,Promo,$6.90,Basic,en_US-Promo_BW-BW35-meowth.jpg
Promos,Black & White Promos,-----,BWP,Reshiram-EX,BW36,Promo,$1.55,Basic,en_US-Promo_BW-BW36-reshiram_ex.jpg
Promos,Black & White Promos,-----,BWP,Kyurem-EX,BW37,Promo,$1.97,Basic,en_US-Promo_BW-BW37-kyurem_ex.jpg
Promos,Black & White Promos,-----,BWP,Zekrom-EX,BW38,Promo,$2.00,Basic,en_US-Promo_BW-BW38-zekrom_ex.jpg
Promos,Black & White Promos,-----,BWP,Battle City,BW39,Promo,$0.92,-----,en_US-Promo_BW-BW39-battle_city.jpg
Promos,Black & White Promos,-----,BWP,Volcarona,BW40,Promo,$3.70,Stage 1,en_US-Promo_BW-BW40-volcarona.jpg
Promos,Black & White Promos,-----,BWP,Thundurus,BW41,Promo,$0.75,Basic,en_US-Promo_BW-BW41-thundurus.jpg
Promos,Black & White Promos,-----,BWP,Tornadus,BW42,Promo,$0.75,Basic,en_US-Promo_BW-BW42-tornadus.jpg
Promos,Black & White Promos,-----,BWP,Landorus,BW43,Promo,$3.74,Basic,en_US-Promo_BW-BW43-landorus.jpg
Promos,Black & White Promos,-----,BWP,Kyurem,BW44,Promo,$1.81,Basic,en_US-Promo_BW-BW44-kyurem.jpg
Promos,Black & White Promos,-----,BWP,Mewtwo-EX,BW45,Promo,$2.13,Basic,en_US-Promo_BW-BW45-mewtwo_ex.jpg
Promos,Black & White Promos,-----,BWP,Darkrai-EX,BW46,Promo,$2.41,Basic,en_US-Promo_BW-BW46-darkrai_ex.jpg
Promos,Black & White Promos,-----,BWP,Rayquaza-EX,BW47,Promo,$2.30,Basic,en_US-Promo_BW-BW47-rayquaza_ex.jpg
Promos,Black & White Promos,-----,BWP,Altaria,BW48,Promo,$3.51,Stage 1,en_US-Promo_BW-BW48-altaria.jpg
Promos,Black & White Promos,-----,BWP,Lilligant,BW49,Promo,$1.52,Stage 1,en_US-Promo_BW-BW49-lilligant.jpg
Promos,Black & White Promos,-----,BWP,Tropical Beach,BW50,Promo,$500.00,-----,en_US-Promo_BW-BW50-tropical_beach.jpg
Promos,Black & White Promos,-----,BWP,Crobat,BW51,Promo,$1.99,Stage 2,en_US-Promo_BW-BW51-crobat.jpg
Promos,Black & White Promos,-----,BWP,Lillipup,BW52,Promo,$1.49,Basic,en_US-Promo_BW-BW52-lillipup.jpg
Promos,Black & White Promos,-----,BWP,Flygon,BW53,Promo,$2.12,Stage 2,en_US-Promo_BW-BW53-flygon.jpg
Promos,Black & White Promos,-----,BWP,Pikachu,BW54,Promo,$27.99,Basic,en_US-Promo_BW-BW54-pikachu.jpg
Promos,Black & White Promos,-----,BWP,Elgyem,BW55,Promo,$2.99,Basic,en_US-Promo_BW-BW55-elgyem.jpg
Promos,Black & White Promos,-----,BWP,Empoleon,BW56,Promo,$1.55,Stage 2,en_US-Promo_BW-BW56-empoleon.jpg
Promos,Black & White Promos,-----,BWP,Haxorus,BW57,Promo,$3.18,Stage 2,en_US-Promo_BW-BW57-haxorus.jpg
Promos,Black & White Promos,-----,BWP,Black Kyurem,BW58,Promo,$4.66,Basic,en_US-Promo_BW-BW58-black_kyurem.jpg
Promos,Black & White Promos,-----,BWP,White Kyurem,BW59,Promo,$3.65,Basic,en_US-Promo_BW-BW59-white_kyurem.jpg
Promos,Black & White Promos,-----,BWP,Keldeo,BW60,Promo,$0.98,Basic,en_US-Promo_BW-BW60-keldeo.jpg
Promos,Black & White Promos,-----,BWP,Keldeo-EX,BW61,Promo,$1.50,Basic,en_US-Promo_BW-BW61-keldeo_ex.jpg
Promos,Black & White Promos,-----,BWP,Black Kyurem-EX,BW62,Promo,$2.20,Basic,en_US-Promo_BW-BW62-black_kyurem_ex.jpg
Promos,Black & White Promos,-----,BWP,White Kyurem-EX,BW63,Promo,$2.52,Basic,en_US-Promo_BW-BW63-white_kyurem_ex.jpg
Promos,Black & White Promos,-----,BWP,Drifblim,BW64,Promo,$0.75,Stage 1,en_US-Promo_BW-BW064-drifblim.jpg
Promos,Black & White Promos,-----,BWP,Jigglypuff,BW65,Promo,-----,Basic,en_US-Promo_BW-BW65-jigglypuff.jpg
Promos,Black & White Promos,-----,BWP,Ninetales,BW66,Promo,$2.46,Stage 1,en_US-Promo_BW-BW66-ninetales.jpg
Promos,Black & White Promos,-----,BWP,Ampharos,BW67,Promo,$3.49,Stage 2,en_US-Promo_BW-BW67-ampharos.jpg
Promos,Black & White Promos,-----,BWP,Meloetta,BW68,Promo,$0.50,Basic,en_US-Promo_BW-BW68-meloetta.jpg
Promos,Black & White Promos,-----,BWP,Meloetta,BW69,Promo,$0.33,Basic,en_US-Promo_BW-BW69-meloetta.jpg
Promos,Black & White Promos,-----,BWP,Virizion,BW70,Promo,$1.02,Basic,en_US-Promo_BW-BW70-virizion.jpg
Promos,Black & White Promos,-----,BWP,Terrakion,BW71,Promo,$0.92,Basic,en_US-Promo_BW-BW71-terrakion.jpg
Promos,Black & White Promos,-----,BWP,Cobalion,BW72,Promo,$0.72,Basic,en_US-Promo_BW-BW72-cobalion.jpg
Promos,Black & White Promos,-----,BWP,Darkrai,BW73,Promo,$10.25,Basic,en_US-Promo_BW-BW73-darkrai.jpg
Promos,Black & White Promos,-----,BWP,Giratina,BW74,Promo,$5.52,Basic,en_US-Promo_BW-BW74-giratina.jpg
Promos,Black & White Promos,-----,BWP,Metagross,BW75,Promo,$2.25,Stage 2,en_US-Promo_BW-BW75-metagross.jpg
Promos,Black & White Promos,-----,BWP,Electrode,BW76,Promo,$3.78,Stage 1,en_US-Promo_BW-BW76-electrode.jpg
Promos,Black & White Promos,-----,BWP,Pikachu,BW77,Promo,-----,Basic,en_US-Promo_BW-BW77-pikachu.jpg
Promos,Black & White Promos,-----,BWP,Raichu,BW78,Promo,-----,Stage 1,en_US-Promo_BW-BW78-raichu.jpg
Promos,Black & White Promos,-----,BWP,Landorus,BW79,Promo,$16.99,Basic,en_US-Promo_BW-BW79-landorus.jpg
Promos,Black & White Promos,-----,BWP,Druddigon,BW80,Promo,$0.87,Basic,en_US-Promo_BW-BW80-druddigon.jpg
Promos,Black & White Promos,-----,BWP,Thundurus-EX,BW81,Promo,$1.79,Basic,en_US-Promo_BW-BW81-thundurus_ex.jpg
Promos,Black & White Promos,-----,BWP,Deoxys-EX,BW82,Promo,$1.87,Basic,en_US-Promo_BW-BW82-deoxys_ex.jpg
Promos,Black & White Promos,-----,BWP,Lugia-EX,BW83,Promo,$2.48,Basic,en_US-Promo_BW-BW83-lugia_ex.jpg
Promos,Black & White Promos,-----,BWP,Porygon-Z,BW84,Promo,$1.99,Stage 2,en_US-Promo_BW-BW84-porygon_z.jpg
Promos,Black & White Promos,-----,BWP,Lucario,BW85,Promo,-----,Stage 1,en_US-Promo_BW-BW85-lucario.jpg
Promos,Black & White Promos,-----,BWP,Genesect,BW86,Promo,-----,Basic,en_US-Promo_BW-BW86-genesect.jpg
Promos,Black & White Promos,-----,BWP,Leafeon,BW87,Promo,$5.66,Stage 1,en_US-Promo_BW-BW87-leafeon.jpg
Promos,Black & White Promos,-----,BWP,Flareon,BW88,Promo,$5.81,Stage 1,en_US-Promo_BW-BW88-flareon.jpg
Promos,Black & White Promos,-----,BWP,Vaporeon,BW89,Promo,$4.63,Stage 1,en_US-Promo_BW-BW89-vaporeon.jpg
Promos,Black & White Promos,-----,BWP,Glaceon,BW90,Promo,$9.62,Stage 1,en_US-Promo_BW-BW90-glaceon.jpg
Promos,Black & White Promos,-----,BWP,Jolteon,BW91,Promo,$5.67,Stage 1,en_US-Promo_BW-BW91-jolteon.jpg
Promos,Black & White Promos,-----,BWP,Espeon,BW92,Promo,$6.50,Stage 1,en_US-Promo_BW-BW92-espeon.jpg
Promos,Black & White Promos,-----,BWP,Umbreon,BW93,Promo,$7.12,Stage 1,en_US-Promo_BW-BW93-umbreon.jpg
Promos,Black & White Promos,-----,BWP,Eevee,BW94,Promo,$3.70,Basic,en_US-Promo_BW-BW94-eevee.jpg
Promos,Black & White Promos,-----,BWP,Champions Festival,BW95,Promo,-----,-----,en_US-Promo_BW-BW95-champions_festival.jpg
Promos,Black & White Promos,-----,BWP,Tornadus-EX,BW96,Promo,$2.29,Basic,en_US-Promo_BW-BW96-tornadus_ex.jpg
Promos,Black & White Promos,-----,BWP,Eevee,BW97,Promo,-----,Basic,en_US-Promo_BW-BW97-eevee.jpg
Promos,Black & White Promos,-----,BWP,Mew,BW98,Promo,$75.00,Basic,en_US-Promo_BW-BW98-mew.jpg
Promos,Black & White Promos,-----,BWP,Genesect,BW99,Promo,$0.91,Basic,en_US-Promo_BW-BW99-genesect.jpg
Promos,Black & White Promos,-----,BWP,N,BW100,Promo,$1.29,-----,en_US-Promo_BW-BW100-n.jpg
Promos,Black & White Promos,-----,BWP,Genesect,BW101,Promo,$49.99,Basic,en_US-Promo_BW-BW101-genesect.jpg
Promos,Diamond & Pearl Promos,-----,BWP,Turtwig,DP01,Promo,$1.33,Basic,turtwig-diamond-pearl-promos-dp01.jpg
Promos,Diamond & Pearl Promos,-----,BWP,Chimchar,DP02,Promo,$2.39,Basic,chimchar-diamond-pearl-promos-dp02.jpg
Promos,Diamond & Pearl Promos,-----,BWP,Piplup,DP03,Promo,$1.79,Basic,piplup-diamond-pearl-promos-dp03.jpg
Promos,Diamond & Pearl Promos,-----,BWP,Pachirisu,DP04,Promo,$0.55,Basic,pachirisu-diamond-pearl-promos-dp04.jpg
Promos,Diamond & Pearl Promos,-----,BWP,Tropical Wind,DP05,Promo,-----,-----,tropical-wind-diamond-pearl-promos-dp05.jpg
Promos,Diamond & Pearl Promos,-----,BWP,Buneary,DP06,Promo,$0.94,Basic,buneary-diamond-pearl-promos-dp06.jpg
Promos,Diamond & Pearl Promos,-----,BWP,Cranidos,DP07,Promo,$2.98,Stage 1,cranidos-diamond-pearl-promos-dp07.jpg
Promos,Diamond & Pearl Promos,-----,BWP,Shieldon,DP08,Promo,$1.55,Stage 1,shieldon-diamond-pearl-promos-dp08.jpg
Promos,Diamond & Pearl Promos,-----,BWP,Torterra LV.X,DP09,Promo,$4.00,Level-Up,torterra-lv.x-diamond-pearl-promos-dp09.jpg
Promos,Diamond & Pearl Promos,-----,BWP,Infernape LV.X,DP10,Promo,$5.19,Level-Up,infernape-lv.x-diamond-pearl-promos-dp10.jpg
